Team,Coach Name,Conference,,Opponent,Opponent Conference,Date,Location,,Attendance,Non Conference Game,Neutral Site Game,Road Game,Top 25 Opponent,March Madness Opponent,Points,Opp Points,SM,Line,Over/Under Line,Total Points,,Wins,Losses,WIN_PERC,Championship Criteria,Upset Twice,Winless March,Points,SM,FGM,FGA,FGA/G,FG_PERC,FG_PERC_Rank,FGM/G,FGM/G_Rank,FG3sM,FG3sA,FG3_PERC,FG3_PERC_Rank,FG3M/G,FG3M/G_Rank,% of Points from 3,% of Points from 3 rank,% of shots taken from 3,% of shots taken from 3 Rank,FTM,FTA,FT_PERC,FT_PERC_Rank,FTM/G,FTM/G Rank,FTA/FGA,FTA/FGA Rank,Off_eff,Off_eff_rank,Offensive efficiency hybrid,Off_eff_hybrid_rank,OReb,OReb Rank,Oreb_rate,Oreb_rate_rank,DReb,DReb Rank,Rebounds,Rebounds Rank,Rebound Rate,Rebound Rate Rank,AST,AST Rank,AST/FGM,AST/FGM Rank,TO,TO Rank,STL,STL Rank,PF,PF_Rank,Foul Differential,Foul Differential Rank,PTS_OFF_TURN,PTS_OFF_TURN_RANK,FST_BREAK,FST_BREAK_RANK,PTS_PAINT,PTS_PAINT_RANK,OPP_PPG,OPP_PPG_RANK,OPP_FGM,OPP_FGA,OPP_FGA/G,OPP_FG_PERC,OPP_FG_PERC_Rank,OPP_FGM/G,OPP_FGM/G_Rank,OPP_FG3sM,OPP_FG3sA,OPP_FG3_PERC,OPP_FG3_PERC_Rank,OPP_FG3M/G,OPP_FG3M/G_Rank,OPP_% of Points from 3,OPP_% of Points from 3 rank,OPP_% of shots taken from 3,OPP_% of shots taken from 3 Rank,Def_efficiency hybrid,Def_eff_hybrid_rank,OPP_OReb,OPP_OReb_RANK,OPP_OReb_rate,OPP_OReb_rate_RANK,OPP_DReb,OPP_DReb_RANK,OPP_REBOUNDS,OPP_REBOUNDS_RANK,OPP_AST,OPP_AST_RANK,OPP_AST/FGM,OPP_AST/FGM_Rank,OPP_TO,OPP_TO_RANK,OPP_PF,OPP_PF_RANK,OPP_PTS_OFF_TURN,OPP_PTS_OFF_TURN_RANK,OPP_FST_BREAK,OPP_FST_BREAK_RANK,OPP_PTS_PAINT,OPP_PTS_PAINT_RANK,FGM_TOP7,FGA-Top7,FG3sM-Top7,FG3sA-Top7,FTM-Top7,FTA-Top7,FG_PERC-Top7,FG3_PERC-Top7,FT_PERC-Top7,OReb-Top7,DReb-Top7,Rebounds-Top7,AST-Top7,TO-Top7,STL-Top7,Points per Game-Top7,FGM-Top7-Perc,FGA-Top7-Perc,FG3sM-Top7-Perc,FG3sA-Top7-Perc,FTM-Top7-Perc,FTA-Top7-Perc,FG_PERC_Top7_per,FG3_PERC_Top7_per,FT_PERC_Top7_per,OReb-Top7-Perc,DReb-Top7-Perc,Rebounds-Top7-Perc,AST-Top7-Perc,TO-Top7-Perc,STL-Top7-Perc,Points-Top7-Perc,,SOS_MED,SOS_MIN,SOS_MAX,SOS_STDEV,SOS_SUM,CLUTCH_FGM,CLUTCH_FGA,CLUTCH_FGPERC,CLUTCH_FG_RANK,CLUTCH_3FGM,CLUTCH_3FGA,CLUTCH_3FGPERC,CLUTCH_3_RANK,CLUTCH_FTM,CLUTCH_FTA,CLUTCH_FTPERC,CLUTCH_FT_RANK,CLUTCH_SM,CLUTCH_SM_RANK,CLUTCH_REB,CLUTCH_REB_RANK,OPP_CLTCH_REB,OPP_CLTCH_REB_RANK,CLTCH_OFF_REB,CLTCH_OFF_REB_RANK,OPP_CLTCH_OFF_REB,OPP_CLTCH_OFF_REB_RANK,CLTCH_TURN,CLTCH_TURN_RANK,CLTCH_OPP_TURN,CLTCH_OPP_TURN_RANK,CLTCH_STL,CLTCH_STL_RANK,TOP25_CLUTCH,OVERTIME_GAMES,STEAL_TURNOVER_RATIO,STEAL_TURNOVER_RATIO_RANK,Culture (coach record at school),Culture_rank,Coach Value,Coach Value Rank,Historical Value,Historical Value Rank
Queens,Grant Leonard,ASUN,,BYU,Big 12,13-Nov-24,"Provo, UT",AWAY,"16,789",1,0,1,0,1,55,99,-44,31.5,158.5,154,,2,1,0.333333333,-8,0,1,66,-9,45,134,67,0.335820896,341,22.5,271,17,61,0.278688525,266,8.5,113,0.386363636,76,0.455223881,90,25,39,0.641025641,278,12.5,220,0.291044776,248,90.4109589,319,0.792592593,316,13,78,0.270833333,234,29,54,42,41,0.459016393,268,13,166,0.4,86,13.5,214,7,165,16.5,146,3,85,15,130,12,111,28,217,75,185,56,139,46.33333333,0.402877698,110,18.66666667,106,17,51,0.333333333,195,5.666666667,125,0.226666667,133,0.366906475,127,2.845588235,211,14.5,321,0.333333333,252,35,357,49.5,359,11,94,0.589285714,196,14.5,95,19.5,89,12.5,143,9,147,36,258,36,109,13,46,21,35,0.330275229,0.282608696,0.6,16,42,58,22,19,9,53,0.8,0.8134,0.7647,0.7541,0.84,0.8974,0.9835,1.0141,0.936,0.6154,0.7241,0.6905,0.8462,0.7037,0.6429,0.803,1,21.17721319,13.68689012,28.66753627,10.59291647,42.35442639,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.6757,48,18.70806913,251,14.282,215
Nevada,Steve Alford,Mountain West,,Weber St.,Big Sky,13-Nov-24,"Reno, NV",HOME,0,1,0,0,0,0,88,58,30,-17.5,137.5,146,,2,0,1,17,0,1,77,13,51,108,54,0.472222222,N/A,25.5,N/A,14,32,0.4375,N/A,7,N/A,0.272727273,N/A,0.296296296,N/A,38,56,0.678571429,N/A,19,N/A,0.518518519,N/A,124.4746201,N/A,1.08411215,N/A,12,N/A,0.375,N/A,27.5,N/A,39.5,N/A,0.572463768,N/A,12.5,N/A,0.352941176,N/A,11.5,N/A,8,N/A,18,N/A,5.5,N/A,12.5,N/A,7.5,N/A,29,N/A,64,N/A,43,113,56.5,0.380530973,N/A,21.5,N/A,17,47,0.361702128,N/A,8.5,N/A,0.3984375,N/A,0.415929204,N/A,1.760683761,N/A,9.5,N/A,0.256756757,N/A,20,N/A,29.5,N/A,12,N/A,0.558139535,N/A,12.5,N/A,23.5,N/A,10,N/A,3,N/A,22,N/A,48,98,14,30,38,56,0.489795918,0.466666667,0.678571429,18,44,62,23,17,16,74,0.9412,0.9074,1,0.9375,1,1,1.0372,1.0667,1,0.75,0.8,0.7848,0.92,0.7391,1,0.961,1,22.97098393,21.9640885,23.97787937,1.42396518,45.94196786,2,4,50,59,0,0,0,141,9,14,64.28571429,130,7,12,10,8,3,169,2,49,1,205,1,202,1,201,0,131,0,0,0,108,0.6242,84,97.46376102,31,32.792,95
Weber St.,Eric Duft,Big Sky,,Nevada,Mountain West,13-Nov-24,"Reno, NV",AWAY,0,1,0,1,0,1,58,88,-30,17.5,137.5,146,,1,1,0,-16,0,0,48,-28,17,51,51,0.333333333,N/A,17,N/A,7,25,0.28,N/A,7,N/A,0.4375,N/A,0.490196078,N/A,7,11,0.636363636,N/A,7,N/A,0.215686275,N/A,78.58546169,N/A,0.706896552,N/A,8,N/A,0.228571429,N/A,20,N/A,28,N/A,0.430769231,N/A,7,N/A,0.529411765,N/A,15,N/A,7,N/A,13,N/A,2,N/A,8,N/A,3,N/A,16,N/A,76,N/A,28,59,29.5,0.474576271,N/A,14,N/A,9,24,0.375,N/A,4.5,N/A,0.177631579,N/A,0.406779661,N/A,1.884057971,N/A,10,N/A,0.333333333,N/A,27,N/A,37,N/A,19,N/A,1.357142857,N/A,11,N/A,15,N/A,20,N/A,15,N/A,38,N/A,15,45,6,22,4,7,0.333333333,0.272727273,0.571428571,4,14,18,6,9,7,40,0.8824,0.8824,0.8571,0.88,0.5714,0.6364,1,0.974,0.898,0.5,0.7,0.6429,0.8571,0.6,1,0.8333,1,-24.87963858,-24.87963858,-24.87963858,–,-24.87963858,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,351,6.653741,318,13.204,226
San Francisco,Chris Gerlufsen,WCC,,Long Beach St.,Big West,13-Nov-24,"San Francisco, CA",HOME,"1,928",1,0,0,0,1,84,54,30,-15.5,151.5,138,,2,0,0,-4,0,1,85,9.5,57,117,58.5,0.487179487,N/A,28.5,N/A,16,51,0.31372549,N/A,8,N/A,0.282352941,N/A,0.435897436,N/A,40,47,0.85106383,N/A,20,N/A,0.401709402,N/A,117.5656985,N/A,1.023622047,N/A,8,N/A,0.262295082,N/A,27.5,N/A,35.5,N/A,0.518248175,N/A,14.5,N/A,0.315789474,N/A,13,N/A,8,N/A,20,N/A,-2,N/A,15.5,N/A,15.5,N/A,33,N/A,75.5,N/A,50,124,62,0.403225806,N/A,25,N/A,15,50,0.3,N/A,7.5,N/A,0.298013245,N/A,0.403225806,N/A,1.782945736,N/A,10.5,N/A,0.276315789,N/A,22.5,N/A,33,N/A,12.5,N/A,0.5,N/A,13,N/A,18,N/A,14.5,N/A,10,N/A,33,N/A,55,113,15,49,37,43,0.486725664,0.306122449,0.860465116,13,47,60,28,25,16,81,0.9649,0.9658,0.9375,0.9608,0.925,0.9149,0.9991,0.9758,1.011,0.8125,0.8545,0.8451,0.9655,0.9615,1,0.9529,0.9,14.93065981,-25.30121785,55.16253747,56.89646703,29.86131961,1,6,16.66666667,194,0,2,0,141,9,11,81.81818182,62,-1,276,7,25,6,47,2,49,2,278,3,320,3,325,2,14,0,0,0.666666667,55,0.3762,294,-8.378924462,357,30.37,100
Long Beach St.,Chris Acker,Big West,,San Francisco,WCC,13-Nov-24,"San Francisco, CA",AWAY,"1,928",1,0,1,0,0,54,84,-30,15.5,151.5,138,,1,1,0.5,-21,0,1,79,-1,22,55,55,0.4,N/A,22,N/A,11,26,0.423076923,N/A,11,N/A,0.417721519,N/A,0.472727273,N/A,24,27,0.888888889,N/A,24,N/A,0.490909091,N/A,118.6899038,N/A,0.982142857,N/A,9,N/A,0.257142857,N/A,22,N/A,31,N/A,0.46969697,N/A,11,N/A,0.409090909,N/A,10,N/A,4,N/A,17,N/A,2,N/A,10,N/A,2,N/A,14,N/A,80,N/A,29,56,28,0.517857143,N/A,14.5,N/A,5,13,0.384615385,N/A,2.5,N/A,0.09375,N/A,0.232142857,N/A,2.172413793,N/A,9,N/A,0.290322581,N/A,26,N/A,35,N/A,9,N/A,0.620689655,N/A,12,N/A,19,N/A,10,N/A,4,N/A,44,N/A,21,53,11,26,23,25,0.396226415,0.423076923,0.92,4,16,20,10,8,4,76,0.9545,0.9636,1,1,0.9583,0.9259,0.9906,1,1.035,0.4444,0.7273,0.6452,0.9091,0.8,1,0.962,0.8,45.37595409,45.37595409,45.37595409,–,45.37595409,4,10,40,119,2,4,50,33,3,3,100,1,1,67,5,78,3,169,3,25,0,1,0,1,2,266,1,49,0,0,0,108,0.5,193,15.96235772,270,32.877,92
USC,Eric Musselman,Big Ten,,UT Arlington,WAC,13-Nov-24,"Los Angeles, CA",HOME,"2,519",1,0,0,0,0,98,95,3,-16.5,154.5,193,,2,0,0.25,-21,0,1,76,16,56,120,60,0.466666667,N/A,28,N/A,13,45,0.288888889,N/A,6.5,N/A,0.256578947,N/A,0.375,N/A,27,41,0.658536585,N/A,13.5,N/A,0.341666667,N/A,118.8614326,N/A,1.077586207,N/A,9.5,N/A,0.279411765,N/A,21,N/A,30.5,N/A,0.451851852,N/A,20.5,N/A,0.321428571,N/A,7.5,N/A,7.5,N/A,19,N/A,0,N/A,12.5,N/A,0.5,N/A,32,N/A,60,N/A,36,99,49.5,0.363636364,N/A,18,N/A,10,46,0.217391304,N/A,5,N/A,0.25,N/A,0.464646465,N/A,1.842696629,N/A,12.5,N/A,0.373134328,N/A,24.5,N/A,37,N/A,12.5,N/A,0.694444444,N/A,16.5,N/A,19,N/A,7,N/A,7,N/A,24,N/A,46,102,11,39,19,29,0.450980392,0.282051282,0.655172414,12,30,42,36,14,13,61,0.8214,0.85,0.8462,0.8667,0.7037,0.7073,0.9664,0.9763,0.9949,0.6316,0.7143,0.6885,0.878,0.9333,0.8667,0.8026,1,-3.38465745,-31.62546145,24.85614655,39.93852803,-6.769314899,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.25,339,13.51668422,283,35.599,76
UT Arlington,K.T. Turner,WAC,,USC,Big Ten,13-Nov-24,"Los Angeles, CA",AWAY,"2,519",1,0,1,0,0,95,98,-3,16.5,154.5,193,,1,1,0,-21,0,1,77,-15,28,67,67,0.417910448,N/A,28,N/A,9,32,0.28125,N/A,9,N/A,0.350649351,N/A,0.47761194,N/A,12,17,0.705882353,N/A,12,N/A,0.253731343,N/A,117.9534314,N/A,1.083333333,N/A,18,N/A,0.473684211,N/A,17,N/A,35,N/A,0.5,N/A,20,N/A,0.321428571,N/A,11,N/A,3,N/A,21,N/A,-9,N/A,5,N/A,11,N/A,34,N/A,92,N/A,31,61,30.5,0.508196721,N/A,15.5,N/A,10,25,0.4,N/A,5,N/A,0.163043478,N/A,0.409836066,N/A,2.716981132,N/A,15,N/A,0.46875,N/A,20,N/A,35,N/A,23,N/A,1.483870968,N/A,7,N/A,12,N/A,19,N/A,16,N/A,38,N/A,26,61,8,27,11,16,0.426229508,0.296296296,0.6875,13,13,26,20,9,3,71,0.9286,0.9104,0.8889,0.8438,0.9167,0.9412,1.0199,1.0535,0.974,0.7222,0.7647,0.7429,1,0.8182,1,0.9221,1,-18.13088204,-18.13088204,-18.13088204,–,-18.13088204,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0,351,-1.807836876,345,11.925,248
Santa Clara,Herb Sendek,WCC,,North Dakota St.,Summit,13-Nov-24,"Santa Clara, CA",HOME,"1,628",1,0,0,0,0,80,88,-8,-15.5,153.5,168,,1,1,0,-5,0,1,79.5,0,55,132,66,0.416666667,N/A,27.5,N/A,22,68,0.323529412,N/A,11,N/A,0.41509434,N/A,0.515151515,N/A,27,36,0.75,N/A,13.5,N/A,0.272727273,N/A,115.3176675,N/A,1.047619048,N/A,13.5,N/A,0.329268293,N/A,22.5,N/A,36,N/A,0.489795918,N/A,13,N/A,0.327272727,N/A,10.5,N/A,9.5,N/A,16.5,N/A,3,N/A,15.5,N/A,7.5,N/A,30,N/A,79.5,N/A,53,114,57,0.464912281,N/A,26.5,N/A,27,70,0.385714286,N/A,13.5,N/A,0.509433962,N/A,0.614035088,N/A,2.313043478,N/A,10,N/A,0.307692308,N/A,27.5,N/A,37.5,N/A,15.5,N/A,0.58490566,N/A,16,N/A,19.5,N/A,10.5,N/A,11,N/A,25,N/A,51,114,21,57,27,36,0.447368421,0.368421053,0.75,21,37,58,25,16,17,75,0.9273,0.8636,0.9545,0.8382,1,1,1.0737,1.1388,1,0.7778,0.8222,0.8056,0.9615,0.7619,0.8947,0.9434,0.8,1.661613589,-15.67298802,18.9962152,24.5148287,3.323227179,5,16,31.25,167,1,6,16.66666667,129,7,8,87.5,42,-1.5,289,6,47,5.5,79,1.5,85,1,205,2,274,2,265,0.5,115,0,0,0.25,92,0.6408,77,40.6895128,155,27.311,111
North Dakota St.,David Richman,Summit,,Santa Clara,WCC,13-Nov-24,"Santa Clara, CA",AWAY,"1,628",1,0,1,0,0,88,80,8,15.5,153.5,168,,1,2,0.75,-10,0,0,74.5,-7,53,116,58,0.456896552,137,26.5,152,20,65,0.307692308,220,10,59,0.402684564,60,0.560344828,9,23,31,0.741935484,114,11.5,253,0.267241379,269,118.1414526,107,1.086206897,83,7.5,314,0.220588235,316,20.5,314,28,339,0.440944882,304,13.5,153,0.339622642,209,7.5,13,2,361,14.5,75,-0.5,194,10,276,2,354,30,178,81.5,256,62,118,39.33333333,0.525423729,336,20.66666667,141,14,38,0.368421053,266,4.666666667,72,0.171779141,63,0.322033898,55,3.647577093,327,9,82,0.305084746,196,26.5,230,35.5,169,8,21,0.387096774,30,5.5,362,14,293,9.5,59,3,12,28,113,49,107,20,60,23,31,0.457943925,0.333333333,0.741935484,9,32,41,26,14,4,70.5,0.9245,0.9224,1,0.9231,1,1,1.0023,1.0833,1,0.6,0.7805,0.7321,0.963,0.9333,1,0.9463,1,-16.21411997,-28.40170555,-4.026534386,17.23584882,-32.42823993,8,15,53.33333333,57,0,7,0,142,4,6,66.66666667,112,-6.5,353,2.5,186,4,117,0.5,158,0,1,1.5,260,0.5,191,0.5,115,0,0,0.333333333,83,0.4876,216,-2.894742697,348,18.69,172
UC Santa Barbara,Joe Pasternack,Big West,,Fresno St.,Mountain West,13-Nov-24,"Santa Barbara, CA",HOME,"2,872",1,0,0,0,0,91,86,5,-12.5,151.5,177,,2,0,1,23,1,0,94,41,36,68,68,0.529411765,N/A,36,N/A,16,37,0.432432432,N/A,16,N/A,0.510638298,N/A,0.544117647,N/A,6,11,0.545454545,N/A,6,N/A,0.161764706,N/A,134.9798966,N/A,1.313432836,N/A,9,N/A,0.264705882,N/A,36,N/A,45,N/A,0.555555556,N/A,23,N/A,0.25,N/A,8,N/A,8,N/A,9,N/A,2,N/A,19,N/A,14,N/A,32,N/A,53,N/A,20,66,33,0.303030303,N/A,10,N/A,5,31,0.161290323,N/A,2.5,N/A,0.141509434,N/A,0.46969697,N/A,1.5,N/A,11,N/A,0.234042553,N/A,25,N/A,36,N/A,7,N/A,0.7,N/A,11,N/A,11,N/A,9,N/A,5,N/A,24,N/A,21,40,10,23,4,6,0.525,0.434782609,0.666666667,7,20,27,14,3,4,56,0.5833,0.5882,0.625,0.6216,0.6667,0.5455,0.9917,1.0054,1.2222,0.7778,0.5556,0.6,0.6087,0.375,0.5,0.5957,1,169.4829656,169.4829656,169.4829656,–,169.4829656,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.5945,118,46.94118457,121,32.647,96
Fresno St.,Vance Walberg,Mountain West,,UC Santa Barbara,Big West,13-Nov-24,"Santa Barbara, CA",AWAY,"2,872",1,0,1,0,0,86,91,-5,12.5,151.5,177,,1,0,1,-21,0,1,64,7,21,61,61,0.344262295,N/A,21,N/A,8,30,0.266666667,N/A,8,N/A,0.375,N/A,0.491803279,N/A,14,19,0.736842105,N/A,14,N/A,0.31147541,N/A,96.73518742,N/A,0.833333333,N/A,14,N/A,0.325581395,N/A,28,N/A,42,N/A,0.525,N/A,10,N/A,0.428571429,N/A,13,N/A,8,N/A,13,N/A,4,N/A,16,N/A,8,N/A,22,N/A,57,N/A,24,61,61,0.393442623,N/A,24,N/A,8,30,0.266666667,N/A,8,N/A,0.421052632,N/A,0.491803279,N/A,0.861538462,N/A,9,N/A,0.243243243,N/A,29,N/A,38,N/A,9,N/A,0.375,N/A,16,N/A,17,N/A,12,N/A,7,N/A,24,N/A,12,41,4,16,6,11,0.292682927,0.25,0.545454545,11,25,36,9,11,7,34,0.5714,0.6721,0.5,0.5333,0.4286,0.5789,0.8502,0.9375,0.7403,0.7857,0.8929,0.8571,0.9,0.8462,0.875,0.5313,1,4.831285017,4.831285017,4.831285017,–,4.831285017,2,3,66.66666667,26,1,1,100,1,3,4,75,82,3,45,5,78,5,86,0,166,3,324,2,274,0,1,0,131,0,0,0,108,1,1,29.94676294,201,12.17,241
North Dakota,Paul Sather,Summit,,Utah Valley,WAC,14-Nov-24,"Grand Forks, ND",HOME,"2,131",1,0,0,0,0,77,71,6,5.5,144.5,148,,0,1,0.5,-2,0,1,56,-26,17,48,48,0.354166667,N/A,17,N/A,5,16,0.3125,N/A,5,N/A,0.267857143,N/A,0.333333333,N/A,17,23,0.739130435,N/A,17,N/A,0.479166667,N/A,78.34359261,N/A,0.609375,N/A,5,N/A,0.135135135,N/A,27,N/A,32,N/A,0.463768116,N/A,5,N/A,0.529411765,N/A,21,N/A,4,N/A,19,N/A,4,N/A,8,N/A,4,N/A,18,N/A,82,N/A,35,60,60,0.583333333,N/A,35,N/A,4,17,0.235294118,N/A,4,N/A,0.146341463,N/A,0.283333333,N/A,0.973684211,N/A,5,N/A,0.15625,N/A,32,N/A,37,N/A,25,N/A,0.714285714,N/A,10,N/A,23,N/A,15,N/A,22,N/A,52,N/A,15,39,4,14,15,21,0.384615385,0.285714286,0.714285714,1,21,22,4,15,3,49,0.8824,0.8125,0.8,0.875,0.8824,0.913,1.086,0.9143,0.9664,0.2,0.7778,0.6875,0.8,0.7143,0.75,0.875,1,5.101898346,5.101898346,5.101898346,–,5.101898346,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.5908,118,32.48580825,193,9.044,300
Utah Valley,Todd Phillips,WAC,,North Dakota,Summit,14-Nov-24,"Grand Forks, ND",AWAY,"2,131",1,0,1,0,0,71,77,-6,-5.5,144.5,148,,2,0,0.5,-1,0,1,89,29,25,48,48,0.520833333,N/A,25,N/A,10,19,0.526315789,N/A,10,N/A,0.337078652,N/A,0.395833333,N/A,29,41,0.707317073,N/A,29,N/A,0.854166667,N/A,125.7772753,N/A,1.034482759,N/A,9,N/A,0.310344828,N/A,35,N/A,44,N/A,0.611111111,N/A,23,N/A,0.36,N/A,19,N/A,6,N/A,24,N/A,7,N/A,16,N/A,13,N/A,28,N/A,60,N/A,15,57,28.5,0.263157895,N/A,7.5,N/A,5,15,0.333333333,N/A,2.5,N/A,0.125,N/A,0.263157895,N/A,0.886075949,N/A,8,N/A,0.186046512,N/A,20,N/A,28,N/A,8,N/A,1.066666667,N/A,14,N/A,31,N/A,15,N/A,15,N/A,20,N/A,23,44,9,16,25,36,0.522727273,0.5625,0.694444444,5,32,37,21,11,5,80,0.92,0.9167,0.9,0.8421,0.8621,0.878,1.0036,1.0688,0.9818,0.5556,0.9143,0.8409,0.913,0.5789,0.8333,0.8989,1,104.5433738,104.5433738,104.5433738,–,104.5433738,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.5196,178,39.76591188,158,22.64,141
New Orleans,Stacy Hollowell,Southland,,Lindenwood,Ohio Valley,14-Nov-24,"Moon Township, PA",NEUTRAL,N/A,1,1,0,0,0,82,74,8,-2.5,147.5,156,,0,2,0.333333333,-13,0,1,63,-20.5,49,129,64.5,0.379844961,N/A,24.5,N/A,13,40,0.325,N/A,6.5,N/A,0.30952381,N/A,0.310077519,N/A,15,27,0.555555556,N/A,7.5,N/A,0.209302326,N/A,92.92035398,N/A,0.860465116,N/A,14,N/A,0.333333333,N/A,21.5,N/A,35.5,N/A,0.43030303,N/A,14,N/A,0.367346939,N/A,14,N/A,8.5,N/A,15.5,N/A,-0.5,N/A,16,N/A,11,N/A,32,N/A,83.5,N/A,61,136,68,0.448529412,N/A,30.5,N/A,20,57,0.350877193,N/A,10,N/A,0.359281437,N/A,0.419117647,N/A,2.253968254,N/A,19,N/A,0.469135802,N/A,28,N/A,47,N/A,21,N/A,0.68852459,N/A,15,N/A,15,N/A,17,N/A,13,N/A,41,N/A,42,111,11,33,9,18,0.378378378,0.333333333,0.5,21,34,55,25,18,13,52,0.8571,0.8605,0.8462,0.825,0.6,0.6667,0.9961,1.0256,0.9,0.75,0.7907,0.7746,0.8929,0.6429,0.7647,0.8254,1,13.6422072,11.46882302,15.81559138,3.073629384,27.2844144,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.4595,244,12.82300087,287,15.884,197
Lindenwood,Kyle Gerdeman,Ohio Valley,,New Orleans,Southland,14-Nov-24,"Moon Township, PA",NEUTRAL,N/A,1,1,0,0,0,74,82,-8,2.5,147.5,156,,0,1,0,-13,0,1,60,-33,23,65,65,0.353846154,N/A,23,N/A,4,24,0.166666667,N/A,4,N/A,0.2,N/A,0.369230769,N/A,10,14,0.714285714,N/A,10,N/A,0.215384615,N/A,85.22727273,N/A,0.757575758,N/A,11,N/A,0.255813953,N/A,20,N/A,31,N/A,0.418918919,N/A,5,N/A,0.391304348,N/A,12,N/A,6,N/A,11,N/A,5,N/A,14,N/A,6,N/A,34,N/A,93,N/A,34,65,65,0.523076923,N/A,34,N/A,14,34,0.411764706,N/A,14,N/A,0.451612903,N/A,0.523076923,N/A,1.242424242,N/A,11,N/A,0.35483871,N/A,32,N/A,43,N/A,23,N/A,0.676470588,N/A,12,N/A,16,N/A,14,N/A,29,N/A,38,N/A,14,40,3,16,10,12,0.35,0.1875,0.833333333,10,15,25,4,8,3,41,0.6087,0.6154,0.75,0.6667,1,0.8571,0.9891,1.125,1.1667,0.9091,0.75,0.8065,0.8,0.6667,0.5,0.6833,0.8,4.731233222,4.731233222,4.731233222,–,4.731233222,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.3125,331,11.45562695,295,10.95,265
IU Indy,Paul Corsaro,Horizon,,Eastern Michigan,MAC,14-Nov-24,"Indianapolis, IN",HOME,752,1,0,0,0,0,71,74,-3,-3.5,136.5,145,,1,1,0.5,-21,0,1,80,-14,28,60,60,0.466666667,N/A,28,N/A,14,28,0.5,N/A,14,N/A,0.525,N/A,0.466666667,N/A,10,12,0.833333333,N/A,10,N/A,0.2,N/A,122.324159,N/A,1.147540984,N/A,8,N/A,0.25,N/A,18,N/A,26,N/A,0.440677966,N/A,15,N/A,0.321428571,N/A,9,N/A,7,N/A,17,N/A,-6,N/A,10,N/A,6,N/A,26,N/A,94,N/A,33,59,29.5,0.559322034,N/A,16.5,N/A,10,18,0.555555556,N/A,5,N/A,0.159574468,N/A,0.305084746,N/A,2.576271186,N/A,9,N/A,0.333333333,N/A,24,N/A,33,N/A,23,N/A,1.393939394,N/A,8,N/A,11,N/A,15,N/A,22,N/A,44,N/A,25,55,12,24,10,12,0.454545455,0.5,0.833333333,5,18,23,15,8,6,72,0.8929,0.9167,0.8571,0.8571,1,1,0.974,1,1,0.625,1,0.8846,1,0.8889,0.8571,0.9,1,66.55142577,66.55142577,66.55142577,–,66.55142577,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.5,192,24.94122605,223,4.211,345
